format,metric,year,value_actual
Other Tapes,Value,1982,0.0
Other Tapes,Value,1983,0.0
Other Tapes,Value,1984,0.0
Other Tapes,Value,1985,0.0
Other Tapes,Value,1986,0.0
Other Tapes,Value,1987,0.0
Other Tapes,Value,1988,0.0
Other Tapes,Value,1989,0.0
Other Tapes,Value,1990,0.0
Other Tapes,Value,1991,0.0
Other Tapes,Value,1992,0.0
Other Tapes,Value,1993,0.0
Other Tapes,Value,1994,0.0
Other Tapes,Value,1995,0.0
Other Tapes,Value,1996,0.0
Other Tapes,Value,1997,0.0
Other Tapes,Value,1998,0.0
Other Tapes,Value,1999,0.0
Other Tapes,Value,2000,0.0
Other Tapes,Value,2001,0.0
Other Tapes,Value,2002,0.0
Other Tapes,Value,2003,0.0
Other Tapes,Value,2004,0.0
Other Tapes,Value,2005,0.0
Other Tapes,Value,2006,0.0
Other Tapes,Value,2007,0.0
Other Tapes,Value,2008,0.0
Other Tapes,Value,2009,0.0
Other Tapes,Value,2010,0.0
Other Tapes,Value,2011,0.0
Other Tapes,Value,2012,0.0
Other Tapes,Value,2013,0.0
Other Tapes,Value,2014,0.0
Other Tapes,Value,2015,0.0
Other Tapes,Value,2016,0.0
Other Tapes,Value,2017,0.0
Other Tapes,Value,2018,0.0
Other Tapes,Value,2019,0.0
Paid Subscription,Value,1973,0.0
Paid Subscription,Value,1974,0.0
Paid Subscription,Value,1975,0.0
Paid Subscription,Value,1976,0.0
Paid Subscription,Value,1977,0.0
Paid Subscription,Value,1978,0.0
Paid Subscription,Value,1979,0.0
Paid Subscription,Value,1980,0.0
Paid Subscription,Value,1981,0.0
Paid Subscription,Value,1982,0.0
Paid Subscription,Value,1983,0.0
Paid Subscription,Value,1984,0.0
Paid Subscription,Value,1985,0.0
Paid Subscription,Value,1986,0.0
Paid Subscription,Value,1987,0.0
Paid Subscription,Value,1988,0.0
Paid Subscription,Value,1989,0.0
Paid Subscription,Value,1990,0.0
Paid Subscription,Value,1991,0.0
Paid Subscription,Value,1992,0.0
Paid Subscription,Value,1993,0.0
Paid Subscription,Value,1994,0.0
Paid Subscription,Value,1995,0.0
Paid Subscription,Value,1996,0.0
Paid Subscription,Value,1997,0.0
Paid Subscription,Value,1998,0.0
Paid Subscription,Value,1999,0.0
Paid Subscription,Value,2000,0.0
Paid Subscription,Value,2001,0.0
Paid Subscription,Value,2002,0.0
Paid Subscription,Value,2003,0.0
Paid Subscription,Value,2004,0.0
Paid Subscription,Value,2005,149.2
Paid Subscription,Value,2006,206.2
Paid Subscription,Value,2007,234.0
Paid Subscription,Value,2008,221.4
Paid Subscription,Value,2009,206.2
Paid Subscription,Value,2010,212.4
Paid Subscription,Value,2011,247.8
Paid Subscription,Value,2012,399.88253109
Paid Subscription,Value,2013,643.324288756
Paid Subscription,Value,2014,770.270559124
Paid Subscription,Value,2015,1156.708513551
Paid Subscription,Value,2016,2244.154254171
Paid Subscription,Value,2017,3500.549812779
Paid Subscription,Value,2018,4655.968522014
Paid Subscription,Value,2019,5934.397625188
Ringtones & Ringbacks,Value,1973,0.0
Ringtones & Ringbacks,Value,1974,0.0
Ringtones & Ringbacks,Value,1975,0.0
Ringtones & Ringbacks,Value,1976,0.0
Ringtones & Ringbacks,Value,1977,0.0
Ringtones & Ringbacks,Value,1978,0.0
Ringtones & Ringbacks,Value,1979,0.0
Ringtones & Ringbacks,Value,1980,0.0
Ringtones & Ringbacks,Value,1981,0.0
Ringtones & Ringbacks,Value,1982,0.0
Ringtones & Ringbacks,Value,1983,0.0
Ringtones & Ringbacks,Value,1984,0.0
Ringtones & Ringbacks,Value,1985,0.0
Ringtones & Ringbacks,Value,1986,0.0
Ringtones & Ringbacks,Value,1987,0.0
Ringtones & Ringbacks,Value,1988,0.0
Ringtones & Ringbacks,Value,1989,0.0
Ringtones & Ringbacks,Value,1990,0.0
Ringtones & Ringbacks,Value,1991,0.0
Ringtones & Ringbacks,Value,1992,0.0
Ringtones & Ringbacks,Value,1993,0.0
Ringtones & Ringbacks,Value,1994,0.0
Ringtones & Ringbacks,Value,1995,0.0
Ringtones & Ringbacks,Value,1996,0.0
Ringtones & Ringbacks,Value,1997,0.0
Ringtones & Ringbacks,Value,1998,0.0
Ringtones & Ringbacks,Value,1999,0.0
Ringtones & Ringbacks,Value,2000,0.0
Ringtones & Ringbacks,Value,2001,0.0
Ringtones & Ringbacks,Value,2002,0.0
Ringtones & Ringbacks,Value,2003,0.0
Ringtones & Ringbacks,Value,2004,0.0
Ringtones & Ringbacks,Value,2005,421.6
Ringtones & Ringbacks,Value,2006,773.8
Ringtones & Ringbacks,Value,2007,1055.8
Ringtones & Ringbacks,Value,2008,977.1
Ringtones & Ringbacks,Value,2009,702.8
Ringtones & Ringbacks,Value,2010,448.0
Ringtones & Ringbacks,Value,2011,276.2
Ringtones & Ringbacks,Value,2012,145.992935111
Ringtones & Ringbacks,Value,2013,97.999612333
Ringtones & Ringbacks,Value,2014,66.311370667
Ringtones & Ringbacks,Value,2015,54.582024222
Ringtones & Ringbacks,Value,2016,56.325299125
Ringtones & Ringbacks,Value,2017,35.513735653
Ringtones & Ringbacks,Value,2018,24.957859799
Ringtones & Ringbacks,Value,2019,21.426736902
SACD,Value,1973,0.0
SACD,Value,1974,0.0
SACD,Value,1975,0.0
SACD,Value,1976,0.0
SACD,Value,1977,0.0
SACD,Value,1978,0.0
SACD,Value,1979,0.0
SACD,Value,1980,0.0
SACD,Value,1981,0.0
SACD,Value,1982,0.0
SACD,Value,1983,0.0
SACD,Value,1984,0.0
SACD,Value,1985,0.0
SACD,Value,1986,0.0
SACD,Value,1987,0.0
SACD,Value,1988,0.0
SACD,Value,1989,0.0
SACD,Value,1990,0.0
SACD,Value,1991,0.0
SACD,Value,1992,0.0
SACD,Value,1993,0.0
SACD,Value,1994,0.0
SACD,Value,1995,0.0
SACD,Value,1996,0.0
SACD,Value,1997,0.0
SACD,Value,1998,0.0
SACD,Value,1999,0.0
SACD,Value,2000,0.0
SACD,Value,2001,0.0
SACD,Value,2002,0.0
SACD,Value,2003,26.3
SACD,Value,2004,16.6
SACD,Value,2005,10.0
SACD,Value,2006,5.5
SACD,Value,2007,3.6
SACD,Value,2008,3.1
SACD,Value,2009,2.4
SACD,Value,2010,1.7
SACD,Value,2011,1.5
SACD,Value,2012,1.3425
SACD,Value,2013,0.9783826
SACD,Value,2014,0.76344539
SACD,Value,2015,1.04346656
SACD,Value,2016,1.20686148
SACD,Value,2017,0.85057856
SACD,Value,2018,0.85969971
SACD,Value,2019,0.433302292
SoundExchange Distributions,Value,1973,0.0
SoundExchange Distributions,Value,1974,0.0
SoundExchange Distributions,Value,1975,0.0
SoundExchange Distributions,Value,1976,0.0
SoundExchange Distributions,Value,1977,0.0
SoundExchange Distributions,Value,1978,0.0
SoundExchange Distributions,Value,1979,0.0
SoundExchange Distributions,Value,1980,0.0
SoundExchange Distributions,Value,1981,0.0
SoundExchange Distributions,Value,1982,0.0
SoundExchange Distributions,Value,1983,0.0
SoundExchange Distributions,Value,1984,0.0
SoundExchange Distributions,Value,1985,0.0
SoundExchange Distributions,Value,1986,0.0
SoundExchange Distributions,Value,1987,0.0
SoundExchange Distributions,Value,1988,0.0
SoundExchange Distributions,Value,1989,0.0
SoundExchange Distributions,Value,1990,0.0
SoundExchange Distributions,Value,1991,0.0
SoundExchange Distributions,Value,1992,0.0
SoundExchange Distributions,Value,1993,0.0
SoundExchange Distributions,Value,1994,0.0
SoundExchange Distributions,Value,1995,0.0
SoundExchange Distributions,Value,1996,0.0
SoundExchange Distributions,Value,1997,0.0
SoundExchange Distributions,Value,1998,0.0
SoundExchange Distributions,Value,1999,0.0
SoundExchange Distributions,Value,2000,0.0
SoundExchange Distributions,Value,2001,0.0
SoundExchange Distributions,Value,2002,0.0
SoundExchange Distributions,Value,2003,0.0
SoundExchange Distributions,Value,2004,6.9
SoundExchange Distributions,Value,2005,20.4
SoundExchange Distributions,Value,2006,32.8
SoundExchange Distributions,Value,2007,36.2
SoundExchange Distributions,Value,2008,100.0
SoundExchange Distributions,Value,2009,155.5
SoundExchange Distributions,Value,2010,249.2
SoundExchange Distributions,Value,2011,292.0
SoundExchange Distributions,Value,2012,462.0
SoundExchange Distributions,Value,2013,590.4
SoundExchange Distributions,Value,2014,773.4
SoundExchange Distributions,Value,2015,802.6
SoundExchange Distributions,Value,2016,883.9
SoundExchange Distributions,Value,2017,652.0
SoundExchange Distributions,Value,2018,952.8
SoundExchange Distributions,Value,2019,908.2
Synchronization,Value,1973,0.0
Synchronization,Value,1974,0.0
Synchronization,Value,1975,0.0
Synchronization,Value,1976,0.0
Synchronization,Value,1977,0.0
Synchronization,Value,1978,0.0
Synchronization,Value,1979,0.0
Synchronization,Value,1980,0.0
Synchronization,Value,1981,0.0
Synchronization,Value,1982,0.0
Synchronization,Value,1983,0.0
Synchronization,Value,1984,0.0
Synchronization,Value,1985,0.0
Synchronization,Value,1986,0.0
Synchronization,Value,1987,0.0
Synchronization,Value,1988,0.0
Synchronization,Value,1989,0.0
Synchronization,Value,1990,0.0
Synchronization,Value,1991,0.0
Synchronization,Value,1992,0.0
Synchronization,Value,1993,0.0
Synchronization,Value,1994,0.0
Synchronization,Value,1995,0.0
Synchronization,Value,1996,0.0
Synchronization,Value,1997,0.0
Synchronization,Value,1998,0.0
Synchronization,Value,1999,0.0
Synchronization,Value,2000,0.0
Synchronization,Value,2001,0.0
Synchronization,Value,2002,0.0
Synchronization,Value,2003,0.0
Synchronization,Value,2004,0.0
Synchronization,Value,2005,0.0
Synchronization,Value,2006,0.0
Synchronization,Value,2007,0.0
Synchronization,Value,2008,0.0
Synchronization,Value,2009,201.2
Synchronization,Value,2010,188.7
Synchronization,Value,2011,196.5
Synchronization,Value,2012,190.597753
Synchronization,Value,2013,189.679434
Synchronization,Value,2014,189.713099
Synchronization,Value,2015,202.934888
Synchronization,Value,2016,214.83897654
Synchronization,Value,2017,232.086522899
Synchronization,Value,2018,285.51349134
Synchronization,Value,2019,276.262360199
Vinyl Single,Value,1973,190.0
Vinyl Single,Value,1974,194.0
Vinyl Single,Value,1975,211.5
Vinyl Single,Value,1976,245.1
Vinyl Single,Value,1977,245.1
Vinyl Single,Value,1978,260.3
Vinyl Single,Value,1979,353.6
Vinyl Single,Value,1980,250.0
Vinyl Single,Value,1981,256.4
Vinyl Single,Value,1982,283.0
Vinyl Single,Value,1983,269.3
Vinyl Single,Value,1984,298.7
Vinyl Single,Value,1985,281.0
Vinyl Single,Value,1986,228.1
Vinyl Single,Value,1987,203.3
Vinyl Single,Value,1988,180.4
Vinyl Single,Value,1989,116.4
Vinyl Single,Value,1990,94.4
Vinyl Single,Value,1991,63.9
Vinyl Single,Value,1992,66.4
Vinyl Single,Value,1993,51.2
Vinyl Single,Value,1994,47.2
Vinyl Single,Value,1995,46.7
Vinyl Single,Value,1996,47.5
Vinyl Single,Value,1997,35.6
Vinyl Single,Value,1998,25.7
Vinyl Single,Value,1999,27.9
Vinyl Single,Value,2000,26.3
Vinyl Single,Value,2001,31.4
Vinyl Single,Value,2002,24.9
Vinyl Single,Value,2003,21.5
Vinyl Single,Value,2004,19.9
Vinyl Single,Value,2005,13.2
Vinyl Single,Value,2006,9.9
Vinyl Single,Value,2007,4.0
Vinyl Single,Value,2008,2.9
Vinyl Single,Value,2009,2.5
Vinyl Single,Value,2010,2.3
Vinyl Single,Value,2011,4.6
Vinyl Single,Value,2012,4.743055893
Vinyl Single,Value,2013,2.978937179
Vinyl Single,Value,2014,5.49935429
Vinyl Single,Value,2015,5.752954082
Vinyl Single,Value,2016,4.880679689
Vinyl Single,Value,2017,6.07838535
Vinyl Single,Value,2018,5.290337079
Vinyl Single,Value,2019,6.795945687
8 - Track,Value (Adjusted),1973,2815.681824324
8 - Track,Value (Adjusted),1974,2848.008608519
8 - Track,Value (Adjusted),1975,2770.409498141
8 - Track,Value (Adjusted),1976,3047.215771529
8 - Track,Value (Adjusted),1977,3421.416287129
8 - Track,Value (Adjusted),1978,3717.221411043
8 - Track,Value (Adjusted),1979,2409.725690083
8 - Track,Value (Adjusted),1980,1635.087851942
8 - Track,Value (Adjusted),1981,880.315082508
8 - Track,Value (Adjusted),1982,95.374632124
8 - Track,Value (Adjusted),1983,0.0
8 - Track,Value (Adjusted),1984,0.0
8 - Track,Value (Adjusted),1985,0.0
8 - Track,Value (Adjusted),1986,0.0
8 - Track,Value (Adjusted),1987,0.0
8 - Track,Value (Adjusted),1988,0.0
8 - Track,Value (Adjusted),1989,0.0
8 - Track,Value (Adjusted),1990,0.0
8 - Track,Value (Adjusted),1991,0.0
8 - Track,Value (Adjusted),1992,0.0
8 - Track,Value (Adjusted),1993,0.0
8 - Track,Value (Adjusted),1994,0.0
8 - Track,Value (Adjusted),1995,0.0
8 - Track,Value (Adjusted),1996,0.0
8 - Track,Value (Adjusted),1997,0.0
8 - Track,Value (Adjusted),1998,0.0
8 - Track,Value (Adjusted),1999,0.0
8 - Track,Value (Adjusted),2000,0.0
8 - Track,Value (Adjusted),2001,0.0
8 - Track,Value (Adjusted),2002,0.0
8 - Track,Value (Adjusted),2003,0.0
8 - Track,Value (Adjusted),2004,0.0
8 - Track,Value (Adjusted),2005,0.0
8 - Track,Value (Adjusted),2006,0.0
8 - Track,Value (Adjusted),2007,0.0
8 - Track,Value (Adjusted),2008,0.0
8 - Track,Value (Adjusted),2009,0.0
8 - Track,Value (Adjusted),2010,0.0
8 - Track,Value (Adjusted),2011,0.0
8 - Track,Value (Adjusted),2012,0.0
8 - Track,Value (Adjusted),2013,0.0
8 - Track,Value (Adjusted),2014,0.0
8 - Track,Value (Adjusted),2015,0.0
8 - Track,Value (Adjusted),2016,0.0
8 - Track,Value (Adjusted),2017,0.0
8 - Track,Value (Adjusted),2018,0.0
8 - Track,Value (Adjusted),2019,0.0
CD,Value (Adjusted),1973,0.0
CD,Value (Adjusted),1974,0.0
CD,Value (Adjusted),1975,0.0
CD,Value (Adjusted),1976,0.0
CD,Value (Adjusted),1977,0.0
CD,Value (Adjusted),1978,0.0
CD,Value (Adjusted),1979,0.0
CD,Value (Adjusted),1980,0.0
CD,Value (Adjusted),1981,0.0
CD,Value (Adjusted),1982,0.0
CD,Value (Adjusted),1983,44.14960241
CD,Value (Adjusted),1984,254.180636189
CD,Value (Adjusted),1985,925.449828067
CD,Value (Adjusted),1986,2169.585544708
CD,Value (Adjusted),1987,3586.399605634
CD,Value (Adjusted),1988,4516.462927303
CD,Value (Adjusted),1989,5335.190475
CD,Value (Adjusted),1990,6751.53558684
CD,Value (Adjusted),1991,8142.168640969
CD,Value (Adjusted),1992,9706.037138275
CD,Value (Adjusted),1993,11520.311348097
CD,Value (Adjusted),1994,14601.947884615
CD,Value (Adjusted),1995,15730.957688976
CD,Value (Adjusted),1996,16187.862319312
CD,Value (Adjusted),1997,15793.549661682
CD,Value (Adjusted),1998,17905.400687117
CD,Value (Adjusted),1999,19667.327785714
CD,Value (Adjusted),2000,19618.928144599
CD,Value (Adjusted),2001,18635.67744664
CD,Value (Adjusted),2002,17115.944823235
CD,Value (Adjusted),2003,15607.443017935
CD,Value (Adjusted),2004,15491.677345156
CD,Value (Adjusted),2005,13771.442761905
CD,Value (Adjusted),2006,11885.767848214
CD,Value (Adjusted),2007,9190.702658466
CD,Value (Adjusted),2008,6496.779627316
CD,Value (Adjusted),2009,5146.578220074
CD,Value (Adjusted),2010,3973.859172873
CD,Value (Adjusted),2011,3524.136143132
CD,Value (Adjusted),2012,2767.776148872
CD,Value (Adjusted),2013,2349.534897314
CD,Value (Adjusted),2014,1918.215114615
CD,Value (Adjusted),2015,1558.633451938
CD,Value (Adjusted),2016,1204.497778348
CD,Value (Adjusted),2017,1102.77435245
CD,Value (Adjusted),2018,711.041239463
CD,Value (Adjusted),2019,614.509779894
CD Single,Value (Adjusted),1973,0.0
CD Single,Value (Adjusted),1974,0.0
CD Single,Value (Adjusted),1975,0.0
CD Single,Value (Adjusted),1976,0.0
CD Single,Value (Adjusted),1977,0.0
CD Single,Value (Adjusted),1978,0.0
CD Single,Value (Adjusted),1979,0.0
CD Single,Value (Adjusted),1980,0.0
CD Single,Value (Adjusted),1981,0.0
CD Single,Value (Adjusted),1982,0.0
CD Single,Value (Adjusted),1983,0.0
CD Single,Value (Adjusted),1984,0.0
CD Single,Value (Adjusted),1985,0.0
CD Single,Value (Adjusted),1986,0.0
CD Single,Value (Adjusted),1987,0.0
CD Single,Value (Adjusted),1988,21.178686391
CD Single,Value (Adjusted),1989,0.0
CD Single,Value (Adjusted),1990,11.736358072
CD Single,Value (Adjusted),1991,65.885174009
CD Single,Value (Adjusted),1992,82.181972202
CD Single,Value (Adjusted),1993,81.031768858
CD Single,Value (Adjusted),1994,96.77704251
CD Single,Value (Adjusted),1995,186.039116142
CD Single,Value (Adjusted),1996,299.977397706
CD Single,Value (Adjusted),1997,434.377968224
CD Single,Value (Adjusted),1998,334.393082209
CD Single,Value (Adjusted),1999,341.285214886
CD Single,Value (Adjusted),2000,211.859778746
CD Single,Value (Adjusted),2001,114.619795596
CD Single,Value (Adjusted),2002,27.853680934
CD Single,Value (Adjusted),2003,50.019847826
CD Single,Value (Adjusted),2004,20.300979354
CD Single,Value (Adjusted),2005,14.268619048
CD Single,Value (Adjusted),2006,9.764677083
CD Single,Value (Adjusted),2007,15.045901592
CD Single,Value (Adjusted),2008,4.156001078
CD Single,Value (Adjusted),2009,3.694172567
CD Single,Value (Adjusted),2010,3.400068331
CD Single,Value (Adjusted),2011,3.977965137
CD Single,Value (Adjusted),2012,3.59119832
CD Single,Value (Adjusted),2013,2.684056894
CD Single,Value (Adjusted),2014,3.905023683
CD Single,Value (Adjusted),2015,1.291079457
CD Single,Value (Adjusted),2016,0.280361354
CD Single,Value (Adjusted),2017,1.542258972
CD Single,Value (Adjusted),2018,0.157981482
CD Single,Value (Adjusted),2019,0.181678878
Cassette,Value (Adjusted),1973,437.611081081
Cassette,Value (Adjusted),1974,452.196559838
Cassette,Value (Adjusted),1975,469.496498141
Cassette,Value (Adjusted),1976,654.643671353
Cassette,Value (Adjusted),1977,1053.003089109
Cassette,Value (Adjusted),1978,1763.719610429
Cassette,Value (Adjusted),1979,2044.551710744
Cassette,Value (Adjusted),1980,2187.356614078
Cassette,Value (Adjusted),1981,2989.133768977
Cassette,Value (Adjusted),1982,3667.949393782
Cassette,Value (Adjusted),1983,4648.285756024
Cassette,Value (Adjusted),1984,5865.839483157
Cassette,Value (Adjusted),1985,5729.710552974
Cassette,Value (Adjusted),1986,5830.425834854
Cassette,Value (Adjusted),1987,6660.810060739
Cassette,Value (Adjusted),1988,7315.507275571
Cassette,Value (Adjusted),1989,6898.20315
Cassette,Value (Adjusted),1990,6792.221628156
Cassette,Value (Adjusted),1991,5668.002035242
Cassette,Value (Adjusted),1992,5678.573835353
Cassette,Value (Adjusted),1993,5158.786716955
Cassette,Value (Adjusted),1994,5134.531004049
Cassette,Value (Adjusted),1995,3864.379692913
Cassette,Value (Adjusted),1996,3104.54609369
Cassette,Value (Adjusted),1997,2425.476099065
Cassette,Value (Adjusted),1998,2227.039106135
Cassette,Value (Adjusted),1999,1629.084460984
Cassette,Value (Adjusted),2000,929.391881533
Cassette,Value (Adjusted),2001,524.594883117
Cassette,Value (Adjusted),2002,298.148074486
Cassette,Value (Adjusted),2003,150.1984875
Cassette,Value (Adjusted),2004,32.07554738
Cassette,Value (Adjusted),2005,17.14852381
Cassette,Value (Adjusted),2006,4.69211756
Cassette,Value (Adjusted),2007,3.699811867
Cassette,Value (Adjusted),2008,1.068685991
Cassette,Value (Adjusted),2009,0.0
Cassette,Value (Adjusted),2010,0.0
Cassette,Value (Adjusted),2011,0.0
Cassette,Value (Adjusted),2012,0.0
Cassette,Value (Adjusted),2013,0.0
Cassette,Value (Adjusted),2014,0.0
Cassette,Value (Adjusted),2015,0.0
Cassette,Value (Adjusted),2016,0.0
Cassette,Value (Adjusted),2017,0.0
Cassette,Value (Adjusted),2018,0.0
Cassette,Value (Adjusted),2019,0.0
Cassette Single,Value (Adjusted),1973,0.0
Cassette Single,Value (Adjusted),1974,0.0
Cassette Single,Value (Adjusted),1975,0.0
Cassette Single,Value (Adjusted),1976,0.0
Cassette Single,Value (Adjusted),1977,0.0
Cassette Single,Value (Adjusted),1978,0.0
Cassette Single,Value (Adjusted),1979,0.0
Cassette Single,Value (Adjusted),1980,0.0
Cassette Single,Value (Adjusted),1981,0.0
Cassette Single,Value (Adjusted),1982,0.0
Cassette Single,Value (Adjusted),1983,0.0
Cassette Single,Value (Adjusted),1984,0.0
Cassette Single,Value (Adjusted),1985,0.0
Cassette Single,Value (Adjusted),1986,0.0
Cassette Single,Value (Adjusted),1987,32.182175176
Cassette Single,Value (Adjusted),1988,123.830482671
Cassette Single,Value (Adjusted),1989,401.21655
Cassette Single,Value (Adjusted),1990,504.467791125
Cassette Single,Value (Adjusted),1991,432.477039648
Cassette Single,Value (Adjusted),1992,544.47834355
Cassette Single,Value (Adjusted),1993,528.121899654
Cassette Single,Value (Adjusted),1994,474.224759109
Cassette Single,Value (Adjusted),1995,396.40255315
Cassette Single,Value (Adjusted),1996,308.450414914
Cassette Single,Value (Adjusted),1997,212.649280374
Cassette Single,Value (Adjusted),1998,148.061477301
Cassette Single,Value (Adjusted),1999,73.658679472
Cassette Single,Value (Adjusted),2000,6.829397213
Cassette Single,Value (Adjusted),2001,0.0
Cassette Single,Value (Adjusted),2002,0.0
Cassette Single,Value (Adjusted),2003,0.0
Cassette Single,Value (Adjusted),2004,0.0
Cassette Single,Value (Adjusted),2005,0.0
Cassette Single,Value (Adjusted),2006,0.0
Cassette Single,Value (Adjusted),2007,0.0
Cassette Single,Value (Adjusted),2008,0.0
Cassette Single,Value (Adjusted),2009,0.0
Cassette Single,Value (Adjusted),2010,0.0
Cassette Single,Value (Adjusted),2011,0.0
Cassette Single,Value (Adjusted),2012,0.0
Cassette Single,Value (Adjusted),2013,0.0
Cassette Single,Value (Adjusted),2014,0.0
Cassette Single,Value (Adjusted),2015,0.0
Cassette Single,Value (Adjusted),2016,0.0
Cassette Single,Value (Adjusted),2017,0.0
Cassette Single,Value (Adjusted),2018,0.0
Cassette Single,Value (Adjusted),2019,0.0
DVD Audio,Value (Adjusted),1973,0.0
DVD Audio,Value (Adjusted),1974,0.0
DVD Audio,Value (Adjusted),1975,0.0
DVD Audio,Value (Adjusted),1976,0.0
DVD Audio,Value (Adjusted),1977,0.0
DVD Audio,Value (Adjusted),1978,0.0
DVD Audio,Value (Adjusted),1979,0.0
DVD Audio,Value (Adjusted),1980,0.0
DVD Audio,Value (Adjusted),1981,0.0
DVD Audio,Value (Adjusted),1982,0.0
DVD Audio,Value (Adjusted),1983,0.0
DVD Audio,Value (Adjusted),1984,0.0
DVD Audio,Value (Adjusted),1985,0.0
DVD Audio,Value (Adjusted),1986,0.0
DVD Audio,Value (Adjusted),1987,0.0
DVD Audio,Value (Adjusted),1988,0.0
DVD Audio,Value (Adjusted),1989,0.0
DVD Audio,Value (Adjusted),1990,0.0
DVD Audio,Value (Adjusted),1991,0.0
DVD Audio,Value (Adjusted),1992,0.0
DVD Audio,Value (Adjusted),1993,0.0
DVD Audio,Value (Adjusted),1994,0.0
DVD Audio,Value (Adjusted),1995,0.0
DVD Audio,Value (Adjusted),1996,0.0
DVD Audio,Value (Adjusted),1997,0.0
DVD Audio,Value (Adjusted),1998,0.0
DVD Audio,Value (Adjusted),1999,0.0
DVD Audio,Value (Adjusted),2000,0.0
DVD Audio,Value (Adjusted),2001,8.661445511
DVD Audio,Value (Adjusted),2002,12.079402446
DVD Audio,Value (Adjusted),2003,11.115521739
DVD Audio,Value (Adjusted),2004,8.797091053
DVD Audio,Value (Adjusted),2005,14.661333333
DVD Audio,Value (Adjusted),2006,3.043535714
DVD Audio,Value (Adjusted),2007,3.453157742
DVD Audio,Value (Adjusted),2008,1.424914655
DVD Audio,Value (Adjusted),2009,1.906669712
DVD Audio,Value (Adjusted),2010,1.05519362
DVD Audio,Value (Adjusted),2011,0.34096844
DVD Audio,Value (Adjusted),2012,0.20389289
DVD Audio,Value (Adjusted),2013,0.0
DVD Audio,Value (Adjusted),2014,2.310456232
DVD Audio,Value (Adjusted),2015,5.842187676
DVD Audio,Value (Adjusted),2016,3.020431045
DVD Audio,Value (Adjusted),2017,2.718901189
DVD Audio,Value (Adjusted),2018,3.377493968
DVD Audio,Value (Adjusted),2019,1.067303184
Download Album,Value (Adjusted),1973,0.0
Download Album,Value (Adjusted),1974,0.0
Download Album,Value (Adjusted),1975,0.0
Download Album,Value (Adjusted),1976,0.0
Download Album,Value (Adjusted),1977,0.0
Download Album,Value (Adjusted),1978,0.0
Download Album,Value (Adjusted),1979,0.0
Download Album,Value (Adjusted),1980,0.0
Download Album,Value (Adjusted),1981,0.0
Download Album,Value (Adjusted),1982,0.0
Download Album,Value (Adjusted),1983,0.0
Download Album,Value (Adjusted),1984,0.0
Download Album,Value (Adjusted),1985,0.0
Download Album,Value (Adjusted),1986,0.0
Download Album,Value (Adjusted),1987,0.0
Download Album,Value (Adjusted),1988,0.0
Download Album,Value (Adjusted),1989,0.0
Download Album,Value (Adjusted),1990,0.0
Download Album,Value (Adjusted),1991,0.0
Download Album,Value (Adjusted),1992,0.0
Download Album,Value (Adjusted),1993,0.0
Download Album,Value (Adjusted),1994,0.0
Download Album,Value (Adjusted),1995,0.0
Download Album,Value (Adjusted),1996,0.0
Download Album,Value (Adjusted),1997,0.0
Download Album,Value (Adjusted),1998,0.0
Download Album,Value (Adjusted),1999,0.0
Download Album,Value (Adjusted),2000,0.0
Download Album,Value (Adjusted),2001,0.0
Download Album,Value (Adjusted),2002,0.0
Download Album,Value (Adjusted),2003,0.0
Download Album,Value (Adjusted),2004,61.579637374
Download Album,Value (Adjusted),2005,177.637761905
Download Album,Value (Adjusted),2006,349.879793155
Download Album,Value (Adjusted),2007,613.428807525
Download Album,Value (Adjusted),2008,754.37356702
Download Album,Value (Adjusted),2009,886.958916644
Download Album,Value (Adjusted),2010,1022.834348975
Download Album,Value (Adjusted),2011,1217.030019694
Download Album,Value (Adjusted),2012,1341.590982606
Download Album,Value (Adjusted),2013,1352.2029528
Download Album,Value (Adjusted),2014,1207.24757771
Download Album,Value (Adjusted),2015,1148.145080643
Download Album,Value (Adjusted),2016,925.232200992
Download Album,Value (Adjusted),2017,697.237618181
Download Album,Value (Adjusted),2018,508.704388424
Download Album,Value (Adjusted),2019,394.533006158
Download Music Video,Value (Adjusted),1973,0.0
Download Music Video,Value (Adjusted),1974,0.0
Download Music Video,Value (Adjusted),1975,0.0
Download Music Video,Value (Adjusted),1976,0.0
Download Music Video,Value (Adjusted),1977,0.0
Download Music Video,Value (Adjusted),1978,0.0
Download Music Video,Value (Adjusted),1979,0.0
Download Music Video,Value (Adjusted),1980,0.0
Download Music Video,Value (Adjusted),1981,0.0
Download Music Video,Value (Adjusted),1982,0.0
Download Music Video,Value (Adjusted),1983,0.0
Download Music Video,Value (Adjusted),1984,0.0
Download Music Video,Value (Adjusted),1985,0.0
Download Music Video,Value (Adjusted),1986,0.0
Download Music Video,Value (Adjusted),1987,0.0
Download Music Video,Value (Adjusted),1988,0.0
Download Music Video,Value (Adjusted),1989,0.0
Download Music Video,Value (Adjusted),1990,0.0
Download Music Video,Value (Adjusted),1991,0.0
Download Music Video,Value (Adjusted),1992,0.0
Download Music Video,Value (Adjusted),1993,0.0
Download Music Video,Value (Adjusted),1994,0.0
Download Music Video,Value (Adjusted),1995,0.0
Download Music Video,Value (Adjusted),1996,0.0
Download Music Video,Value (Adjusted),1997,0.0
Download Music Video,Value (Adjusted),1998,0.0
Download Music Video,Value (Adjusted),1999,0.0
Download Music Video,Value (Adjusted),2000,0.0
